id,work_province,work_dedication,salary_monthly_BRUTO,salary_monthly_NETO,profile_studies_level,profile_age,profile_gender,lenguaje_programacion,profile_years_experience
1,Catamarca,Full-Time,300000,245000,Universitario,35,Varón Cis,python,10
2,Chaco,Full-Time,900000,850000,NA,31,Varón Cis,css,2
2,Chaco,Full-Time,900000,850000,NA,31,Varón Cis,html,2
2,Chaco,Full-Time,900000,850000,NA,31,Varón Cis,java,2
2,Chaco,Full-Time,900000,850000,NA,31,Varón Cis,javascript,2
2,Chaco,Full-Time,900000,850000,NA,31,Varón Cis,sql,2
2,Chaco,Full-Time,900000,850000,NA,31,Varón Cis,typescript,2
3,Chaco,Full-Time,120000,115000,NA,27,Varón Cis,javascript,2
3,Chaco,Full-Time,120000,115000,NA,27,Varón Cis,php,2
3,Chaco,Full-Time,120000,115000,NA,27,Varón Cis,python,2
4,Chaco,Full-Time,440000,0,NA,21,Varón Cis,javascript,1
4,Chaco,Full-Time,440000,0,NA,21,Varón Cis,typescript,1
5,Chaco,Full-Time,140000,125000,NA,32,Varón Cis,css,1
5,Chaco,Full-Time,140000,125000,NA,32,Varón Cis,html,1
5,Chaco,Full-Time,140000,125000,NA,32,Varón Cis,javascript,1
6,Chaco,Full-Time,633000,395000,Universitario,31,Varón Cis,go,6
6,Chaco,Full-Time,633000,395000,Universitario,31,Varón Cis,java,6
7,Chaco,Full-Time,110000,90000,Terciario,33,Varón Cis,java,1
8,Chaco,Full-Time,157000,127000,Universitario,35,Varón Cis,html,3
8,Chaco,Full-Time,157000,127000,Universitario,35,Varón Cis,javascript,3
8,Chaco,Full-Time,157000,127000,Universitario,35,Varón Cis,sql,3
8,Chaco,Full-Time,157000,127000,Universitario,35,Varón Cis,typescript,3
9,Chaco,Part-Time,55000,45650,Universitario,28,Varón Cis,sql,0
10,Chaco,Full-Time,190000,178000,Universitario,29,Varón Cis,java,0
11,Chaco,Full-Time,242000,202029,Universitario,30,Varón Cis,ninguno de los anteriores,3
12,Chaco,Full-Time,280000,180000,Universitario,56,Varón Cis,ninguno de los anteriores,25
13,Chaco,Full-Time,329850,315000,Universitario,45,Varón Cis,.net,17
13,Chaco,Full-Time,329850,315000,Universitario,45,Varón Cis,c#,17
13,Chaco,Full-Time,329850,315000,Universitario,45,Varón Cis,css,17
13,Chaco,Full-Time,329850,315000,Universitario,45,Varón Cis,html,17
13,Chaco,Full-Time,329850,315000,Universitario,45,Varón Cis,javascript,17
13,Chaco,Full-Time,329850,315000,Universitario,45,Varón Cis,sql,17
14,Chaco,Full-Time,625000,625000,Universitario,23,Varón Cis,bash/shell,1
14,Chaco,Full-Time,625000,625000,Universitario,23,Varón Cis,python,1
14,Chaco,Full-Time,625000,625000,Universitario,23,Varón Cis,sql,1
15,Chaco,Full-Time,222500,180700,Universitario,25,Varón Cis,groovy,0
15,Chaco,Full-Time,222500,180700,Universitario,25,Varón Cis,java,0
15,Chaco,Full-Time,222500,180700,Universitario,25,Varón Cis,javascript,0
16,Chaco,Full-Time,380000,317000,Universitario,29,Varón Cis,bash/shell,4
16,Chaco,Full-Time,380000,317000,Universitario,29,Varón Cis,html,4
16,Chaco,Full-Time,380000,317000,Universitario,29,Varón Cis,javascript,4
16,Chaco,Full-Time,380000,317000,Universitario,29,Varón Cis,php,4
16,Chaco,Full-Time,380000,317000,Universitario,29,Varón Cis,python,4
16,Chaco,Full-Time,380000,317000,Universitario,29,Varón Cis,typescript,4
17,Chaco,Full-Time,156000,150000,Universitario,29,Varón Cis,html,5
17,Chaco,Full-Time,156000,150000,Universitario,29,Varón Cis,javascript,5
17,Chaco,Full-Time,156000,150000,Universitario,29,Varón Cis,php,5
17,Chaco,Full-Time,156000,150000,Universitario,29,Varón Cis,sql,5
18,Chaco,Full-Time,200000,176000,NA,33,Varón Cis,.net,5
18,Chaco,Full-Time,200000,176000,NA,33,Varón Cis,sql,5
19,Chaco,Part-Time,50000,45000,NA,43,Varón Cis,css,1
19,Chaco,Part-Time,50000,45000,NA,43,Varón Cis,html,1
19,Chaco,Part-Time,50000,45000,NA,43,Varón Cis,java,1
19,Chaco,Part-Time,50000,45000,NA,43,Varón Cis,python,1
19,Chaco,Part-Time,50000,45000,NA,43,Varón Cis,sql,1
20,Chaco,Full-Time,300000,200000,NA,24,Varón Cis,python,5
20,Chaco,Full-Time,300000,200000,NA,24,Varón Cis,sql,5
21,Chaco,Full-Time,166000,227000,NA,34,Varón Cis,sql,5
22,Chaco,Full-Time,190000,156000,Universitario,25,Varón Cis,java,2
22,Chaco,Full-Time,190000,156000,Universitario,25,Varón Cis,javascript,2
22,Chaco,Full-Time,190000,156000,Universitario,25,Varón Cis,groovy,2
23,Chaco,Full-Time,285000,245000,NA,35,Varón Cis,python,12
24,Chaco,Full-Time,212765.96,172601,Secundario,33,Varón Cis,ninguno de los anteriores,0
25,Chaco,Full-Time,95000,79000,Universitario,27,Varón Cis,python,0
25,Chaco,Full-Time,95000,79000,Universitario,27,Varón Cis,sql,0
25,Chaco,Full-Time,95000,79000,Universitario,27,Varón Cis,dax,0
26,Chaco,Full-Time,300000,285000,Universitario,51,Varón Cis,css,20
26,Chaco,Full-Time,300000,285000,Universitario,51,Varón Cis,html,20
26,Chaco,Full-Time,300000,285000,Universitario,51,Varón Cis,javascript,20
26,Chaco,Full-Time,300000,285000,Universitario,51,Varón Cis,sql,20
26,Chaco,Full-Time,300000,285000,Universitario,51,Varón Cis,typescript,20
27,Chaco,Full-Time,280000,227000,NA,39,Varón Cis,bash/shell,2
28,Chaco,Full-Time,277000,230000,Universitario,26,Varón Cis,javascript,2
29,Chaco,Part-Time,2600,0,Universitario,22,Varón Cis,java,0
29,Chaco,Part-Time,2600,0,Universitario,22,Varón Cis,sql,0
30,Chaco,Full-Time,10200,82000,NA,29,Varón Cis,.net,12
30,Chaco,Full-Time,10200,82000,NA,29,Varón Cis,c#,12
30,Chaco,Full-Time,10200,82000,NA,29,Varón Cis,html,12
30,Chaco,Full-Time,10200,82000,NA,29,Varón Cis,sql,12
31,Chaco,Full-Time,220000,183000,NA,43,Varón Cis,bash/shell,0
31,Chaco,Full-Time,220000,183000,NA,43,Varón Cis,python,0
31,Chaco,Full-Time,220000,183000,NA,43,Varón Cis,sql,0
32,Chaco,Full-Time,231000,190000,Universitario,37,Varón Cis,genexus,15
33,Chaco,Full-Time,154000,140000,NA,48,Varón Cis,.net,25
33,Chaco,Full-Time,154000,140000,NA,48,Varón Cis,c#,25
33,Chaco,Full-Time,154000,140000,NA,48,Varón Cis,kotlin,25
33,Chaco,Full-Time,154000,140000,NA,48,Varón Cis,sql,25
34,Chaco,Full-Time,203000,178000,NA,34,Varón Cis,sql,10
35,Chaco,Full-Time,193000,163000,NA,31,Varón Cis,.net,1
35,Chaco,Full-Time,193000,163000,NA,31,Varón Cis,c#,1
35,Chaco,Full-Time,193000,163000,NA,31,Varón Cis,css,1
35,Chaco,Full-Time,193000,163000,NA,31,Varón Cis,html,1
35,Chaco,Full-Time,193000,163000,NA,31,Varón Cis,python,1
35,Chaco,Full-Time,193000,163000,NA,31,Varón Cis,sql,1
35,Chaco,Full-Time,193000,163000,NA,31,Varón Cis,vba,1
36,Chaco,Full-Time,195000,190000,NA,30,Varón Cis,.net,4
36,Chaco,Full-Time,195000,190000,NA,30,Varón Cis,c#,4
36,Chaco,Full-Time,195000,190000,NA,30,Varón Cis,css,4
36,Chaco,Full-Time,195000,190000,NA,30,Varón Cis,html,4
36,Chaco,Full-Time,195000,190000,NA,30,Varón Cis,javascript,4
36,Chaco,Full-Time,195000,190000,NA,30,Varón Cis,sql,4
37,Chaco,Full-Time,450000,380000,NA,36,Varón Cis,.net,10
37,Chaco,Full-Time,450000,380000,NA,36,Varón Cis,c#,10
37,Chaco,Full-Time,450000,380000,NA,36,Varón Cis,html,10
37,Chaco,Full-Time,450000,380000,NA,36,Varón Cis,javascript,10
37,Chaco,Full-Time,450000,380000,NA,36,Varón Cis,typescript,10
38,Chaco,Full-Time,256200,212146,NA,40,Varón Cis,html,10
38,Chaco,Full-Time,256200,212146,NA,40,Varón Cis,javascript,10
38,Chaco,Full-Time,256200,212146,NA,40,Varón Cis,php,10
38,Chaco,Full-Time,256200,212146,NA,40,Varón Cis,python,10
38,Chaco,Full-Time,256200,212146,NA,40,Varón Cis,sql,10
39,Chaco,Full-Time,180852,155486,NA,40,Varón Cis,.net,10
39,Chaco,Full-Time,180852,155486,NA,40,Varón Cis,c#,10
40,Chaco,Full-Time,243000,198000,Universitario,33,Varón Cis,sql,3
40,Chaco,Full-Time,243000,198000,Universitario,33,Varón Cis,genexus,3
41,Chaco,Full-Time,279000,225000,NA,45,Varón Cis,bash/shell,15
41,Chaco,Full-Time,279000,225000,NA,45,Varón Cis,python,15
42,Chaco,Full-Time,1400000,1400000,NA,35,Varón cis,javascript,10
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,bash/shell,8
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,css,8
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,html,8
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,java,8
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,javascript,8
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,php,8
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,python,8
43,Chaco,Full-Time,75000,65000,NA,30,Varón cis,sql,8
44,Chaco,Full-Time,122000,106000,NA,30,Varón cis,ninguno de los anteriores,4
45,Chaco,Full-Time,215000,179,Universitario,31,Varón cis,bash/shell,10
45,Chaco,Full-Time,215000,179,Universitario,31,Varón cis,css,10
45,Chaco,Full-Time,215000,179,Universitario,31,Varón cis,html,10
45,Chaco,Full-Time,215000,179,Universitario,31,Varón cis,javascript,10
46,Chaco,Full-Time,130134.06,107035,NA,29,Varón cis,java,3
47,Chaco,Full-Time,340000,245000,Universitario,28,Mujer Cis,python,3.5
48,Chaco,Full-Time,275000,253000,NA,25,Mujer Cis,ninguno de los anteriores,5
49,Chaco,Full-Time,80000,75000,Universitario,33,Mujer Cis,html,5
49,Chaco,Full-Time,80000,75000,Universitario,33,Mujer Cis,javascript,5
49,Chaco,Full-Time,80000,75000,Universitario,33,Mujer Cis,php,5
49,Chaco,Full-Time,80000,75000,Universitario,33,Mujer Cis,python,5
50,Chaco,Full-Time,251318,210391,Universitario,35,Mujer Cis,java,1
50,Chaco,Full-Time,251318,210391,Universitario,35,Mujer Cis,javascript,1
50,Chaco,Full-Time,251318,210391,Universitario,35,Mujer Cis,kotlin,1
51,Chaco,Full-Time,126000,260000,NA,25,Mujer Cis,ninguno de los anteriores,5
52,Chaco,Part-Time,132000,109000,NA,23,Mujer Cis,ninguno de los anteriores,0
53,Chaco,Full-Time,102000,86000,Universitario,27,Mujer,javascript,0
53,Chaco,Full-Time,102000,86000,Universitario,27,Mujer,sql,0
53,Chaco,Full-Time,102000,86000,Universitario,27,Mujer,salesforce,0
54,Chaco,Full-Time,380000,320000,NA,40,Varón cis,bash/shell,12
54,Chaco,Full-Time,380000,320000,NA,40,Varón cis,html,12
54,Chaco,Full-Time,380000,320000,NA,40,Varón cis,javascript,12
54,Chaco,Full-Time,380000,320000,NA,40,Varón cis,php,12
54,Chaco,Full-Time,380000,320000,NA,40,Varón cis,sql,12
55,Chaco,Full-Time,280000,240000,NA,39,Varón cis,css,14
55,Chaco,Full-Time,280000,240000,NA,39,Varón cis,html,14
55,Chaco,Full-Time,280000,240000,NA,39,Varón cis,javascript,14
55,Chaco,Full-Time,280000,240000,NA,39,Varón cis,php,14
55,Chaco,Full-Time,280000,240000,NA,39,Varón cis,sql,14
56,Chubut,Full-Time,71000,85000,Universitario,26,Varón Cis,cobol,2
56,Chubut,Full-Time,71000,85000,Universitario,26,Varón Cis,css,2
56,Chubut,Full-Time,71000,85000,Universitario,26,Varón Cis,html,2
56,Chubut,Full-Time,71000,85000,Universitario,26,Varón Cis,java,2
56,Chubut,Full-Time,71000,85000,Universitario,26,Varón Cis,javascript,2
56,Chubut,Full-Time,71000,85000,Universitario,26,Varón Cis,php,2
56,Chubut,Full-Time,71000,85000,Universitario,26,Varón Cis,sql,2
57,Chubut,Full-Time,267000,247943,Universitario,37,Varón Cis,bash/shell,12
57,Chubut,Full-Time,267000,247943,Universitario,37,Varón Cis,vba,12
58,Chubut,Full-Time,283815,262408.26,NA,29,Varón Cis,.net,3
58,Chubut,Full-Time,283815,262408.26,NA,29,Varón Cis,c#,3
58,Chubut,Full-Time,283815,262408.26,NA,29,Varón Cis,html,3
58,Chubut,Full-Time,283815,262408.26,NA,29,Varón Cis,javascript,3
58,Chubut,Full-Time,283815,262408.26,NA,29,Varón Cis,sql,3
58,Chubut,Full-Time,283815,262408.26,NA,29,Varón Cis,vba,3
59,Chubut,Full-Time,1250000,1250000,NA,29,Varón Cis,javascript,6
60,Chubut,Full-Time,1130000,900000,NA,35,Varón Cis,html,10
60,Chubut,Full-Time,1130000,900000,NA,35,Varón Cis,javascript,10
60,Chubut,Full-Time,1130000,900000,NA,35,Varón Cis,php,10
60,Chubut,Full-Time,1130000,900000,NA,35,Varón Cis,sql,10
60,Chubut,Full-Time,1130000,900000,NA,35,Varón Cis,typescript,10
61,Chubut,Full-Time,270000,216000,NA,32,Varón Cis,go,7
61,Chubut,Full-Time,270000,216000,NA,32,Varón Cis,javascript,7
61,Chubut,Full-Time,270000,216000,NA,32,Varón Cis,python,7
61,Chubut,Full-Time,270000,216000,NA,32,Varón Cis,sql,7
62,Chubut,Full-Time,375000,350000,NA,42,Varón Cis,html,1
62,Chubut,Full-Time,375000,350000,NA,42,Varón Cis,javascript,1
62,Chubut,Full-Time,375000,350000,NA,42,Varón Cis,php,1
63,Chubut,Full-Time,325000,275000,Universitario,43,Varón Cis,css,5
63,Chubut,Full-Time,325000,275000,Universitario,43,Varón Cis,html,5
63,Chubut,Full-Time,325000,275000,Universitario,43,Varón Cis,javascript,5
63,Chubut,Full-Time,325000,275000,Universitario,43,Varón Cis,python,5
63,Chubut,Full-Time,325000,275000,Universitario,43,Varón Cis,sql,5
64,Chubut,Full-Time,170000,160000,NA,31,Varón Cis,html,1
64,Chubut,Full-Time,170000,160000,NA,31,Varón Cis,javascript,1
64,Chubut,Full-Time,170000,160000,NA,31,Varón Cis,sql,1
65,Chubut,Full-Time,315000,308000,Universitario,26,Varón Cis,bash/shell,3
65,Chubut,Full-Time,315000,308000,Universitario,26,Varón Cis,css,3
65,Chubut,Full-Time,315000,308000,Universitario,26,Varón Cis,html,3
65,Chubut,Full-Time,315000,308000,Universitario,26,Varón Cis,java,3
65,Chubut,Full-Time,315000,308000,Universitario,26,Varón Cis,javascript,3
65,Chubut,Full-Time,315000,308000,Universitario,26,Varón Cis,sql,3
66,Chubut,Full-Time,240200,193350,Universitario,38,Varón Cis,bash/shell,12
66,Chubut,Full-Time,240200,193350,Universitario,38,Varón Cis,html,12
66,Chubut,Full-Time,240200,193350,Universitario,38,Varón Cis,php,12
67,Chubut,Full-Time,631100,529928,Universitario,38,Varón Cis,bash/shell,15
67,Chubut,Full-Time,631100,529928,Universitario,38,Varón Cis,python,15
68,Chubut,Full-Time,251275,219854,NA,34,Varón Cis,html,5
68,Chubut,Full-Time,251275,219854,NA,34,Varón Cis,php,5
68,Chubut,Full-Time,251275,219854,NA,34,Varón Cis,sql,5
69,Chubut,Full-Time,172000,172000,NA,33,Varón Cis,python,2
69,Chubut,Full-Time,172000,172000,NA,33,Varón Cis,vba,2
70,Chubut,Full-Time,940000,800000,NA,47,Varón Cis,ninguno de los anteriores,23
71,Chubut,Part-Time,300000,200000,Secundario,43,Varón Cis,ninguno de los anteriores,22
72,Chubut,Full-Time,150,112,Secundario,34,Varón Cis,python,7
72,Chubut,Full-Time,150,112,Secundario,34,Varón Cis,sql,7
73,Chubut,Full-Time,230000,210000,Universitario,48,Varón Cis,html,20
73,Chubut,Full-Time,230000,210000,Universitario,48,Varón Cis,java,20
73,Chubut,Full-Time,230000,210000,Universitario,48,Varón Cis,javascript,20
73,Chubut,Full-Time,230000,210000,Universitario,48,Varón Cis,php,20
73,Chubut,Full-Time,230000,210000,Universitario,48,Varón Cis,sql,20
73,Chubut,Full-Time,230000,210000,Universitario,48,Varón Cis,pl/sql,20
74,Chubut,Part-Time,60000,60000,NA,39,Varón Cis,ninguno de los anteriores,15
75,Chubut,Full-Time,400000,330000,NA,46,Varón Cis,css,20
75,Chubut,Full-Time,400000,330000,NA,46,Varón Cis,html,20
75,Chubut,Full-Time,400000,330000,NA,46,Varón Cis,java,20
75,Chubut,Full-Time,400000,330000,NA,46,Varón Cis,javascript,20
75,Chubut,Full-Time,400000,330000,NA,46,Varón Cis,sql,20
76,Chubut,Full-Time,80,67,NA,27,Mujer Cis,java,0
76,Chubut,Full-Time,80,67,NA,27,Mujer Cis,sql,0
77,Chubut,Full-Time,218000,176000,NA,30,Mujer Cis,typescript,2
78,Chubut,Full-Time,300000,270000,NA,37,Mujer Cis,html,5
78,Chubut,Full-Time,300000,270000,NA,37,Mujer Cis,java,5
78,Chubut,Full-Time,300000,270000,NA,37,Mujer Cis,javascript,5
78,Chubut,Full-Time,300000,270000,NA,37,Mujer Cis,php,5
78,Chubut,Full-Time,300000,270000,NA,37,Mujer Cis,sql,5
78,Chubut,Full-Time,300000,270000,NA,37,Mujer Cis,typescript,5
79,Chubut,Full-Time,200000,100000,NA,27,Mujer Cis,ninguno de los anteriores,2
80,Chubut,Full-Time,400000,320000,Universitario,32,Mujer Cis,html,8
80,Chubut,Full-Time,400000,320000,Universitario,32,Mujer Cis,java,8
80,Chubut,Full-Time,400000,320000,Universitario,32,Mujer Cis,javascript,8
80,Chubut,Full-Time,400000,320000,Universitario,32,Mujer Cis,sql,8
81,Ciudad Autónoma de Buenos Aires,Full-Time,256700,213000,Terciario,28,Varón cis,javascript,8
81,Ciudad Autónoma de Buenos Aires,Full-Time,256700,213000,Terciario,28,Varón cis,python,8
81,Ciudad Autónoma de Buenos Aires,Full-Time,256700,213000,Terciario,28,Varón cis,ruby,8
82,Ciudad Autónoma de Buenos Aires,Full-Time,1550000,1500000,NA,30,Varón cis,java,10
83,Ciudad Autónoma de Buenos Aires,Full-Time,114457,95000,Universitario,28,Varón Trans,ninguno de los anteriores,2
84,Ciudad Autónoma de Buenos Aires,Full-Time,280000,202000,NA,26,Varón Trans,bash/shell,3
84,Ciudad Autónoma de Buenos Aires,Full-Time,280000,202000,NA,26,Varón Trans,groovy,3
84,Ciudad Autónoma de Buenos Aires,Full-Time,280000,202000,NA,26,Varón Trans,java,3
84,Ciudad Autónoma de Buenos Aires,Full-Time,280000,202000,NA,26,Varón Trans,javascript,3
84,Ciudad Autónoma de Buenos Aires,Full-Time,280000,202000,NA,26,Varón Trans,python,3
85,Ciudad Autónoma de Buenos Aires,Full-Time,230000,210000,Secundario,34,Varón Trans,c,7
85,Ciudad Autónoma de Buenos Aires,Full-Time,230000,210000,Secundario,34,Varón Trans,sql,7
86,Ciudad Autónoma de Buenos Aires,Full-Time,86000,59600,Terciario,27,Varón Trans,html,1.6
86,Ciudad Autónoma de Buenos Aires,Full-Time,86000,59600,Terciario,27,Varón Trans,java,1.6
86,Ciudad Autónoma de Buenos Aires,Full-Time,86000,59600,Terciario,27,Varón Trans,javascript,1.6
87,Ciudad Autónoma de Buenos Aires,Full-Time,280000,215000,NA,44,Varón Trans,ninguno de los anteriores,20
88,Ciudad Autónoma de Buenos Aires,Full-Time,1700000,1700000,NA,30,Varón Trans,javascript,12
89,Ciudad Autónoma de Buenos Aires,Full-Time,554000,324000,NA,24,Varón Trans,javascript,4
89,Ciudad Autónoma de Buenos Aires,Full-Time,554000,324000,NA,24,Varón Trans,sql,4
89,Ciudad Autónoma de Buenos Aires,Full-Time,554000,324000,NA,24,Varón Trans,typescript,4
90,Ciudad Autónoma de Buenos Aires,Full-Time,150000,126000,NA,31,Varón Trans,python,1
90,Ciudad Autónoma de Buenos Aires,Full-Time,150000,126000,NA,31,Varón Trans,sql,1
91,Ciudad Autónoma de Buenos Aires,Full-Time,468705,267088,Universitario,37,Varón Trans,bash/shell,15
91,Ciudad Autónoma de Buenos Aires,Full-Time,468705,267088,Universitario,37,Varón Trans,html,15
91,Ciudad Autónoma de Buenos Aires,Full-Time,468705,267088,Universitario,37,Varón Trans,javascript,15
91,Ciudad Autónoma de Buenos Aires,Full-Time,468705,267088,Universitario,37,Varón Trans,python,15
91,Ciudad Autónoma de Buenos Aires,Full-Time,468705,267088,Universitario,37,Varón Trans,sql,15
92,Ciudad Autónoma de Buenos Aires,Full-Time,220000,185000,Posgrado/Especialización,35,Varón cis,javascript,2
92,Ciudad Autónoma de Buenos Aires,Full-Time,220000,185000,Posgrado/Especialización,35,Varón cis,sql,2
92,Ciudad Autónoma de Buenos Aires,Full-Time,220000,185000,Posgrado/Especialización,35,Varón cis,typescript,2
93,Ciudad Autónoma de Buenos Aires,Full-Time,170000,146000,Universitario,34,Varón cis,ninguno de los anteriores,3
94,Ciudad Autónoma de Buenos Aires,Full-Time,410000,280000,Universitario,26,Varón cis,javascript,1
94,Ciudad Autónoma de Buenos Aires,Full-Time,410000,280000,Universitario,26,Varón cis,python,1
94,Ciudad Autónoma de Buenos Aires,Full-Time,410000,280000,Universitario,26,Varón cis,sql,1
95,Ciudad Autónoma de Buenos Aires,Full-Time,400000,328000,NA,61,Varón cis,abap,30
96,Ciudad Autónoma de Buenos Aires,Full-Time,225000,200000,NA,60,Varón cis,propietario,34
97,Ciudad Autónoma de Buenos Aires,Full-Time,214200,268200,NA,19,Varón Cis,html,1.5
97,Ciudad Autónoma de Buenos Aires,Full-Time,214200,268200,NA,19,Varón Cis,javascript,1.5
97,Ciudad Autónoma de Buenos Aires,Full-Time,214200,268200,NA,19,Varón Cis,sql,1.5
98,Ciudad Autónoma de Buenos Aires,Part-Time,55000,690000,Universitario,22,Varón Cis,javascript,0
98,Ciudad Autónoma de Buenos Aires,Part-Time,55000,690000,Universitario,22,Varón Cis,python,0
99,Ciudad Autónoma de Buenos Aires,Full-Time,110000,91000,NA,28,Varón Cis,css,1
99,Ciudad Autónoma de Buenos Aires,Full-Time,110000,91000,NA,28,Varón Cis,javascript,1
99,Ciudad Autónoma de Buenos Aires,Full-Time,110000,91000,NA,28,Varón Cis,typescript,1
100,Ciudad Autónoma de Buenos Aires,Full-Time,280000,200000,Universitario,35,Varón Cis,css,2
100,Ciudad Autónoma de Buenos Aires,Full-Time,280000,200000,Universitario,35,Varón Cis,html,2
100,Ciudad Autónoma de Buenos Aires,Full-Time,280000,200000,Universitario,35,Varón Cis,javascript,2
100,Ciudad Autónoma de Buenos Aires,Full-Time,280000,200000,Universitario,35,Varón Cis,sql,2
101,Ciudad Autónoma de Buenos Aires,Full-Time,121858,101142,NA,24,Varón Cis,css,1
101,Ciudad Autónoma de Buenos Aires,Full-Time,121858,101142,NA,24,Varón Cis,html,1
101,Ciudad Autónoma de Buenos Aires,Full-Time,121858,101142,NA,24,Varón Cis,java,1
101,Ciudad Autónoma de Buenos Aires,Full-Time,121858,101142,NA,24,Varón Cis,javascript,1
101,Ciudad Autónoma de Buenos Aires,Full-Time,121858,101142,NA,24,Varón Cis,typescript,1
102,Ciudad Autónoma de Buenos Aires,Full-Time,795000,735375,Universitario,21,Varón Cis,bash/shell,0
102,Ciudad Autónoma de Buenos Aires,Full-Time,795000,735375,Universitario,21,Varón Cis,html,0
102,Ciudad Autónoma de Buenos Aires,Full-Time,795000,735375,Universitario,21,Varón Cis,javascript,0
102,Ciudad Autónoma de Buenos Aires,Full-Time,795000,735375,Universitario,21,Varón Cis,typescript,0
103,Ciudad Autónoma de Buenos Aires,Full-Time,300000,200000,NA,28,Varón Cis,css,6
103,Ciudad Autónoma de Buenos Aires,Full-Time,300000,200000,NA,28,Varón Cis,go,6
103,Ciudad Autónoma de Buenos Aires,Full-Time,300000,200000,NA,28,Varón Cis,java,6
103,Ciudad Autónoma de Buenos Aires,Full-Time,300000,200000,NA,28,Varón Cis,javascript,6
103,Ciudad Autónoma de Buenos Aires,Full-Time,300000,200000,NA,28,Varón Cis,typescript,6
104,Ciudad Autónoma de Buenos Aires,Full-Time,370000,21000,Universitario,37,Varón Cis,java,12
104,Ciudad Autónoma de Buenos Aires,Full-Time,370000,21000,Universitario,37,Varón Cis,javascript,12
104,Ciudad Autónoma de Buenos Aires,Full-Time,370000,21000,Universitario,37,Varón Cis,sql,12
104,Ciudad Autónoma de Buenos Aires,Full-Time,370000,21000,Universitario,37,Varón Cis,typescript,12
105,Ciudad Autónoma de Buenos Aires,Full-Time,678540,678540,Universitario,22,Varón Cis,go,2
105,Ciudad Autónoma de Buenos Aires,Full-Time,678540,678540,Universitario,22,Varón Cis,javascript,2
105,Ciudad Autónoma de Buenos Aires,Full-Time,678540,678540,Universitario,22,Varón Cis,python,2
105,Ciudad Autónoma de Buenos Aires,Full-Time,678540,678540,Universitario,22,Varón Cis,rust,2
105,Ciudad Autónoma de Buenos Aires,Full-Time,678540,678540,Universitario,22,Varón Cis,solidity,2
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,.net,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,bash/shell,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,c++,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,css,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,groovy,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,html,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,java,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,javascript,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,python,5
106,Ciudad Autónoma de Buenos Aires,Full-Time,365673,257650,Universitario,39,Varón Cis,sql,5
107,Ciudad Autónoma de Buenos Aires,Full-Time,200000,166000,NA,48,Varón Cis,html,22
107,Ciudad Autónoma de Buenos Aires,Full-Time,200000,166000,NA,48,Varón Cis,php,22
107,Ciudad Autónoma de Buenos Aires,Full-Time,200000,166000,NA,48,Varón Cis,sql,22
107,Ciudad Autónoma de Buenos Aires,Full-Time,200000,166000,NA,48,Varón Cis,vba,22
108,Ciudad Autónoma de Buenos Aires,Full-Time,450000,450000,Terciario,28,Varón Cis,dart,2
109,Ciudad Autónoma de Buenos Aires,Full-Time,114000,94000,NA,22,Varón Cis,python,1
109,Ciudad Autónoma de Buenos Aires,Full-Time,114000,94000,NA,22,Varón Cis,sql,1
110,Ciudad Autónoma de Buenos Aires,Full-Time,232000,193000,NA,32,Varón Cis,lua,7
111,Ciudad Autónoma de Buenos Aires,Full-Time,354320,240733,NA,28,Varón Cis,bash/shell,4
111,Ciudad Autónoma de Buenos Aires,Full-Time,354320,240733,NA,28,Varón Cis,java,4
111,Ciudad Autónoma de Buenos Aires,Full-Time,354320,240733,NA,28,Varón Cis,javascript,4
111,Ciudad Autónoma de Buenos Aires,Full-Time,354320,240733,NA,28,Varón Cis,kotlin,4
111,Ciudad Autónoma de Buenos Aires,Full-Time,354320,240733,NA,28,Varón Cis,sql,4
111,Ciudad Autónoma de Buenos Aires,Full-Time,354320,240733,NA,28,Varón Cis,swift,4
112,Ciudad Autónoma de Buenos Aires,Full-Time,430000,360000,Universitario,26,Varón Cis,java,4
112,Ciudad Autónoma de Buenos Aires,Full-Time,430000,360000,Universitario,26,Varón Cis,javascript,4
